price,bedrooms,sqft_living,grade,bathrooms,sqft_lot,floors,waterfront,view,condition
343000.0,3,1120,7,1.0,7250,1.0,0,0,4
307500.0,3,1646,7,2.25,7364,2.0,0,0,3
937500.0,5,4210,10,3.75,14599,2.0,0,3,3
610000.0,3,2480,8,3.0,45302,1.0,0,0,4
720000.0,3,1590,8,1.5,7080,1.0,0,2,3
610000.0,4,2130,7,2.0,2620,1.5,0,0,5
434500.0,3,1650,7,1.75,7965,1.0,0,0,4
602500.0,2,3090,10,2.5,47044,1.0,0,0,4
607010.0,4,2180,8,2.5,4000,2.0,0,0,3
610000.0,3,1800,7,1.0,5750,1.0,0,0,3
828500.0,4,3720,10,2.5,35000,2.0,0,0,3
199990.0,3,1100,6,1.0,8560,1.0,0,0,3
294000.0,3,1530,7,1.75,9362,1.0,0,0,3
789500.0,4,3010,9,2.5,6100,2.0,0,0,3
797000.0,3,3500,10,3.5,9473,2.0,0,0,3
539950.0,5,3100,7,3.0,5250,2.0,0,0,3
284950.0,4,2000,7,1.5,6778,1.0,0,0,4
776500.0,4,2290,7,1.5,10372,1.0,0,0,3
525000.0,4,2400,7,2.5,10070,1.0,0,0,3
303000.0,3,1850,8,2.5,4957,2.0,0,0,3
722080.0,3,3680,9,3.25,7650,2.0,0,0,3
140000.0,3,1060,7,1.0,7473,1.0,0,0,3
235000.0,3,1060,7,1.0,7473,1.0,0,0,3
440000.0,3,1610,7,1.0,5500,1.5,0,0,3
605000.0,3,2330,7,1.75,6000,1.5,0,0,4
380000.0,2,1210,8,1.0,4800,1.0,0,0,3
352000.0,4,1530,7,1.0,8890,1.0,0,0,3
420000.0,4,2270,7,2.25,12000,1.0,0,0,4
1180000.0,4,2590,10,2.0,7220,2.0,0,2,4
1380000.0,3,1850,8,1.5,10572,1.0,0,0,4
300000.0,3,1500,6,1.5,14750,1.5,0,0,4
1150000.0,4,4740,11,3.25,49091,2.0,0,0,3
453500.0,2,1710,7,1.5,4189,1.0,0,1,5
443500.0,3,1920,8,2.0,7598,1.0,0,0,4
332000.0,2,1150,7,1.0,8138,1.0,0,0,3
655000.0,3,2320,8,2.5,4721,2.0,0,0,3
475000.0,4,1420,7,1.0,6000,1.5,0,0,3
372500.0,3,1550,7,1.75,12956,1.0,0,0,3
1050000.0,4,2920,8,2.5,7200,1.0,0,3,3
500000.0,3,1620,7,1.75,4200,1.0,0,0,5
900000.0,6,2300,9,2.75,24773,1.5,0,0,4
327500.0,3,1070,7,1.0,7140,1.0,0,0,3
390000.0,3,1790,7,1.75,7123,1.0,0,0,3
451101.0,2,1510,8,1.5,1962,2.0,0,0,4
455000.0,4,1340,7,1.0,5800,1.5,0,2,3
650000.0,4,3350,10,2.5,46748,2.0,0,0,3
895000.0,3,2500,10,2.5,7746,2.0,0,0,4
800000.0,4,2350,7,2.25,10664,1.0,0,1,2
703770.0,4,2550,9,2.25,12918,2.0,0,0,3
249950.0,3,1320,7,1.75,10454,1.0,0,0,4
512000.0,2,1270,6,2.0,3881,1.0,0,0,4
780000.0,5,3480,8,2.5,74052,1.0,0,0,4
336000.0,3,2820,8,2.25,11625,2.0,0,0,3
285000.0,3,2110,6,2.0,6900,1.5,0,0,5
229900.0,3,1100,7,1.75,7224,1.0,0,0,3
667500.0,4,1920,8,3.0,4000,1.5,0,0,4
378000.0,4,1890,7,2.5,12236,1.0,0,0,3
454000.0,3,2530,8,2.5,43733,2.0,0,0,3
537500.0,4,2550,7,2.5,4630,2.0,0,0,3
425000.0,3,1550,6,1.0,4160,1.5,0,0,4
290000.0,3,1760,7,2.0,6600,1.0,0,0,3
349500.0,3,1270,7,2.0,3600,1.0,0,0,3
370000.0,3,1250,7,2.75,1655,2.0,0,0,3
549500.0,3,1620,8,1.75,8438,1.0,0,0,4
245000.0,2,710,6,1.0,6322,1.0,0,0,3
208000.0,3,1070,7,1.75,7200,1.0,0,0,3
248000.0,4,2320,8,2.25,8760,1.0,0,0,4
610000.0,4,5450,9,3.25,37058,1.5,0,0,5
550000.0,4,1670,8,2.5,5116,2.0,0,0,3
192000.0,2,1340,6,1.75,7380,1.0,0,0,3
169317.0,2,790,7,1.0,4000,1.0,0,2,3
1200000.0,4,3400,10,3.5,3850,2.5,0,0,3
880000.0,2,1530,7,1.0,6350,1.5,0,0,4
210000.0,1,930,6,1.0,7129,1.0,0,0,3
180500.0,3,1540,7,1.5,9800,1.0,0,0,3
540000.0,4,1990,9,2.0,29078,2.0,0,0,3
520000.0,3,2300,9,1.75,35722,1.0,0,0,3
177500.0,3,1220,7,1.5,6000,1.0,0,0,3
415000.0,3,2380,8,1.75,5650,1.0,0,2,4
495000.0,4,2020,7,2.5,7200,1.0,0,0,5
325000.0,3,1890,8,2.25,9646,1.0,0,0,3
440000.0,2,1330,7,1.75,4903,1.0,0,0,3
411000.0,3,1490,7,1.75,9844,1.0,0,0,4
810000.0,5,3550,9,3.5,9600,2.0,0,0,3
561750.0,5,2040,7,1.75,8996,1.0,0,2,4
835100.0,4,2380,9,2.5,12573,1.0,0,0,4
450000.0,3,1780,8,2.25,9969,1.0,0,0,3
238000.0,3,1650,7,2.5,2807,2.0,0,0,3
299000.0,3,1510,7,1.0,142803,1.0,0,0,3
570000.0,2,1100,7,1.0,6240,1.0,0,0,4
340000.0,3,2190,8,1.75,12626,2.0,0,0,4
450000.0,2,1760,6,1.75,2275,1.5,0,0,3
272750.0,4,1800,7,1.5,8786,1.0,0,0,3
520000.0,4,2000,6,2.0,6380,2.0,0,0,4
284950.0,3,990,7,1.0,10723,1.0,0,0,5
255000.0,2,1480,7,1.5,9660,1.0,0,0,3
231500.0,2,1200,7,1.0,9488,1.0,0,0,5
330000.0,4,3504,7,2.5,6000,2.0,0,0,3
365000.0,3,1300,7,1.5,12240,1.0,0,0,3
425000.0,4,1330,7,2.0,9188,1.5,0,0,3
400000.0,4,1850,7,1.75,6480,1.0,0,0,4
335000.0,4,2240,9,2.5,9701,2.0,0,0,3
342000.0,3,1260,7,3.0,1251,2.0,0,0,3
331500.0,4,1820,7,1.75,14319,1.0,0,0,4
960000.0,3,1730,8,2.5,4102,3.0,1,4,3
720500.0,4,3350,9,2.5,35298,2.0,0,0,4
830000.0,3,3370,8,2.5,6550,2.0,0,2,4
662990.0,3,1240,7,1.75,3600,1.5,0,0,5
220000.0,4,2340,6,2.0,10507,1.5,0,0,4
349950.0,5,1880,7,2.0,4179,1.0,0,0,3
550000.0,3,1810,7,2.0,2159,1.0,0,0,3
396000.0,3,2340,6,1.75,5668,1.0,0,0,4
635000.0,4,2820,7,1.5,4000,2.0,0,0,3
293000.0,3,1020,7,1.0,7650,1.0,0,0,3
339000.0,3,2090,7,2.25,10120,1.0,0,0,4
285000.0,4,1830,7,2.25,8734,2.0,0,0,4
775000.0,6,2980,7,2.75,5000,1.5,0,0,3
224000.0,4,1600,7,1.5,9289,1.0,0,0,4
165050.0,3,1200,7,1.0,8514,1.0,0,0,3
275000.0,3,1230,7,1.25,4500,1.5,0,0,4
445000.0,5,2930,7,3.0,5500,1.0,0,0,3
510000.0,3,2370,8,2.25,38639,1.0,0,0,3
1230000.0,4,3040,9,2.5,7000,2.0,0,0,3
390000.0,3,1610,7,1.5,13500,1.0,0,0,3
460000.0,3,2350,8,2.25,10450,1.0,0,0,3
700000.0,3,2000,8,1.75,14733,1.0,0,0,4
874150.0,4,3530,10,3.5,14406,2.0,0,1,3
470000.0,3,2220,8,2.25,9800,2.0,0,0,3
374000.0,3,2000,6,1.75,9416,1.0,0,0,4
510000.0,2,1210,7,1.75,131115,1.5,0,0,5
467000.0,2,1140,8,2.5,1181,3.0,0,0,3
576000.0,4,2440,8,2.5,28405,2.0,0,0,3
196440.0,3,1560,6,2.0,7352,1.0,0,0,3
825000.0,4,3210,10,2.5,18901,2.0,0,0,3
281000.0,2,930,7,1.0,2600,1.0,0,0,3
326000.0,3,1782,7,2.5,1577,3.0,0,0,3
340000.0,3,1740,7,1.75,46580,1.0,0,0,4
440000.0,5,3690,9,1.75,36036,1.0,0,0,3
749000.0,4,2930,9,2.5,18199,2.0,0,0,3
340000.0,4,1230,7,1.0,8316,1.5,0,0,3
561000.0,3,2000,7,2.0,7000,2.0,0,0,3
270000.0,3,1520,7,2.25,7930,1.0,0,0,3
600000.0,2,1040,7,1.0,3600,1.0,0,0,4
219900.0,4,1120,6,1.5,5427,1.0,0,0,3
469000.0,3,1820,8,2.25,8446,2.0,0,0,3
229000.0,3,1370,7,1.0,56628,1.0,0,0,3
1270000.0,4,3130,9,3.0,2646,2.5,0,0,5
365000.0,3,1640,7,1.5,8301,1.0,0,0,3
429000.0,4,2650,9,2.5,9301,2.0,0,0,3
550000.0,4,2850,9,2.5,6809,2.0,0,0,3
453000.0,3,1820,7,2.5,16300,1.0,0,0,4
187500.0,3,1180,7,1.5,7000,1.0,0,0,4
520500.0,6,1880,7,2.5,14350,1.0,0,0,5
300000.0,3,1280,7,1.75,12776,1.0,0,0,4
799000.0,4,3120,9,3.25,5000,2.0,0,0,3
338000.0,3,2470,8,2.5,4948,2.0,0,0,3
800000.0,3,1700,8,1.0,4400,1.5,0,0,4
360000.0,2,1180,6,2.0,3200,1.0,0,1,4
442500.0,6,2800,7,2.5,10490,1.0,0,0,3
830000.0,5,3040,9,3.0,9601,1.0,0,0,5
360400.0,3,1630,8,2.5,11592,2.0,0,0,3
345000.0,3,1340,7,1.0,9339,1.0,0,0,5
300000.0,3,1830,7,1.75,51836,1.0,0,0,4
350000.0,3,1240,7,1.0,10800,1.0,0,0,5
368000.0,4,2500,7,2.0,36900,1.0,0,0,3
264000.0,3,1760,8,1.75,7482,1.0,0,0,4
435000.0,3,2660,9,2.0,16677,1.0,0,0,3
200000.0,3,2060,6,1.5,15837,1.5,0,0,3
620000.0,5,2540,8,2.5,3832,2.0,0,0,5
1680000.0,5,4830,10,4.25,11466,2.0,0,0,3
337000.0,3,1400,7,1.75,6000,1.0,0,0,4
1930000.0,4,4280,11,3.25,20296,2.0,0,0,4
544500.0,4,2230,7,2.5,10414,1.0,0,0,5
252000.0,1,680,6,1.0,1638,1.0,0,4,1
445000.0,4,2340,8,2.5,3784,2.0,0,0,3
379500.0,3,2070,7,2.25,14196,2.0,0,0,3
189950.0,4,1910,6,2.0,4225,1.0,0,0,4
469000.0,3,950,6,1.0,4250,1.5,0,0,5
600000.0,5,2910,7,2.75,53898,1.0,0,0,5
785000.0,3,2930,9,2.5,33981,2.0,0,2,3
372000.0,4,2610,8,2.75,8967,2.0,0,0,4
445000.0,5,3880,7,3.0,7180,2.0,0,0,3
508000.0,4,3320,8,2.25,53392,2.0,0,0,4
780000.0,5,1940,8,1.5,4800,2.0,0,0,3
541100.0,4,2510,9,2.25,9800,2.0,0,0,3
729000.0,4,2660,9,2.5,5608,2.0,0,0,3
397000.0,3,1710,7,2.0,134489,1.0,0,2,5
451555.0,2,1320,6,1.0,4520,1.0,0,1,3
300000.0,2,960,6,1.0,8153,1.0,0,0,3
416000.0,3,1790,7,2.5,11542,1.0,0,0,5
490000.0,2,950,6,1.0,3060,1.0,0,0,3
480000.0,6,2940,7,3.75,5054,2.0,0,0,3
368000.0,2,930,7,2.0,1662,1.0,0,0,3
1040000.0,3,4570,12,2.5,10615,2.0,0,0,3
545000.0,3,2370,8,2.5,9000,1.0,0,3,4
850000.0,5,3430,10,2.75,15119,2.0,0,0,3
550000.0,4,3540,10,3.5,4750,2.0,0,0,3
600000.0,3,2240,9,2.25,9314,2.0,0,0,3
535000.0,4,2710,8,2.5,12138,1.0,0,0,3
599950.0,3,2660,8,2.5,4975,2.0,0,0,3
531000.0,5,2540,8,2.75,5022,1.0,0,0,4
530000.0,4,2210,8,2.25,7665,2.0,0,0,4
597326.0,4,3570,10,4.0,8250,2.0,0,0,3
805000.0,4,3450,9,2.5,33460,2.0,0,0,3
390000.0,4,2330,8,1.75,8364,1.0,0,0,4
487250.0,4,1690,7,2.0,3250,1.5,0,0,3
301000.0,3,1030,7,1.5,8414,1.0,0,0,4
1180000.0,5,2560,8,2.75,5618,1.5,0,2,3
299000.0,4,1950,7,2.5,3000,2.0,0,0,3
400000.0,4,2350,7,2.5,3904,2.5,0,0,3
467500.0,4,3160,7,2.5,7210,1.0,0,0,4
305000.0,4,2430,8,2.5,9103,2.0,0,0,3
300000.0,3,1010,6,1.0,10168,1.0,0,0,3
327500.0,3,1770,8,2.25,8755,1.0,0,0,3
269000.0,3,1210,7,2.0,7136,1.0,0,0,3
975000.0,4,3330,9,3.25,17533,1.0,0,2,3
355000.0,3,1240,7,1.0,5400,1.0,0,0,4
712000.0,3,1250,7,1.0,4620,1.5,0,0,4
883000.0,4,2960,10,2.5,41656,2.0,0,0,3
190000.0,2,840,6,1.0,12252,1.0,0,0,3
443000.0,3,1530,7,1.75,8028,1.0,0,0,3
920000.0,4,3750,10,3.0,11025,2.0,0,0,3
285000.0,4,2150,7,2.25,8250,1.0,0,0,4
901000.0,4,1560,7,3.25,4080,1.0,0,0,3
552500.0,3,2040,7,1.75,5775,1.0,0,0,3
256000.0,2,860,6,1.0,5000,1.0,0,0,3
341000.0,3,1720,7,1.5,7119,1.5,0,0,4
279000.0,4,2090,7,2.25,8941,2.0,0,0,3
686000.0,4,2130,8,2.25,10650,2.0,0,0,4
225000.0,2,1300,6,1.0,11867,1.5,0,0,4
215500.0,2,1220,6,1.75,15600,1.0,0,0,3
950000.0,4,2420,7,3.0,4800,1.5,0,0,3
503000.0,4,2940,9,2.5,156988,2.0,0,2,3
780000.0,3,2610,9,2.5,7567,2.0,0,0,3
212000.0,4,1880,6,2.0,7500,1.0,0,0,5
580000.0,4,2330,7,2.75,6703,1.5,0,0,3
465000.0,4,2200,7,2.5,3141,2.0,0,0,3
206000.0,4,1720,7,2.0,7560,1.0,0,0,3
615000.0,3,2250,9,2.5,10171,2.0,0,0,3
519000.0,4,1640,6,1.0,6305,1.5,0,0,5
1140000.0,4,4130,11,3.25,11444,2.0,0,0,3
330000.0,5,2600,7,2.5,3839,2.0,0,0,3
240000.0,4,1920,8,1.5,7973,1.0,0,0,3
574000.0,3,2060,9,2.0,7000,1.0,0,0,4
930000.0,4,5710,11,4.25,24663,2.0,0,0,3
850000.0,4,2720,8,3.0,183823,2.0,0,0,3
415000.0,3,1490,7,1.5,7275,1.0,0,0,3
480000.0,3,2360,7,2.5,9005,1.0,0,0,5
300000.0,5,1940,7,1.0,8875,1.0,0,0,3
439000.0,4,2570,8,2.25,9503,2.0,0,0,3
450000.0,3,1160,7,1.0,36831,1.0,0,0,3
477000.0,3,1260,7,2.25,3000,2.0,0,0,3
587500.0,4,1780,8,2.25,6120,1.0,0,0,3
1320000.0,4,3180,10,2.25,6105,2.0,0,0,3
1430000.0,4,3380,10,2.5,27589,2.0,0,0,3
700000.0,4,2690,9,2.25,15000,2.0,0,0,3
275000.0,2,1180,6,1.0,6552,1.0,0,0,4
367500.0,3,1660,7,1.0,11783,1.0,0,0,4
453250.0,4,2260,7,2.5,6300,2.0,0,0,3
607000.0,5,1910,8,1.75,5428,1.0,0,0,3
255000.0,4,2430,7,2.0,8960,1.0,0,0,3
501000.0,2,1300,7,2.0,2500,1.0,0,0,4
450000.0,3,1060,7,1.0,4650,1.0,0,0,3
360000.0,3,2200,8,2.25,8000,2.0,0,0,3
460000.0,4,1720,7,1.75,3050,1.5,0,0,5
753000.0,3,2360,7,1.75,8290,1.0,0,0,4
389950.0,2,820,6,1.0,4234,1.0,0,1,3
469000.0,2,1030,7,1.0,4400,1.0,0,0,3
550000.0,4,2030,9,1.75,5688,2.0,0,4,4
565000.0,5,2700,6,3.5,11675,1.5,0,2,4
189650.0,2,1100,6,1.75,7600,1.0,0,0,3
1530000.0,4,3620,11,3.25,5131,2.0,0,3,4
260000.0,3,1340,7,1.75,8000,1.0,0,0,3
243000.0,3,1790,7,1.75,12000,1.0,0,0,3
1100000.0,4,3830,9,2.5,13800,1.0,0,4,4
249000.0,3,1580,7,1.5,7200,1.0,0,0,4
720000.0,2,2020,7,1.0,7200,1.0,0,3,4
905000.0,4,3330,10,2.5,9557,2.0,0,0,3
824500.0,4,2610,7,2.5,3500,1.5,0,0,5
762500.0,4,2610,8,2.75,8760,1.0,0,0,4
580000.0,3,1740,8,2.5,1280,3.0,0,2,3
380000.0,3,1840,8,2.0,8580,1.0,0,0,3
805000.0,3,1080,7,1.75,3200,1.0,0,0,4
520000.0,4,1240,7,1.75,4532,1.5,0,0,4
1570000.0,5,5620,11,4.5,5800,3.0,0,3,3
175000.0,2,1170,6,1.0,8925,1.0,0,2,3
353500.0,4,1760,7,2.25,9602,2.0,0,0,3
500000.0,4,2230,8,2.5,26989,1.0,0,1,4
386500.0,3,1520,7,1.75,7350,1.0,0,0,4
210000.0,2,1450,7,1.0,4750,1.0,0,0,3
439500.0,3,1600,7,2.5,6510,1.0,0,0,3
315000.0,5,3220,8,2.5,5751,2.0,0,0,3
339000.0,4,1830,7,2.5,8601,2.0,0,0,3
655000.0,4,2200,8,2.25,9163,1.0,0,0,4
740000.0,2,2170,8,2.5,8678,1.0,0,0,3
685000.0,5,1900,7,2.5,7843,2.0,0,0,5
550000.0,5,2960,7,2.5,9877,1.0,0,0,4
405000.0,2,1710,7,1.75,4234,2.0,0,0,3
765000.0,4,2620,9,2.25,17366,1.0,0,3,3
625000.0,3,2140,8,2.0,3600,2.0,0,0,3
207000.0,4,2100,6,2.5,19680,1.5,0,0,3
370000.0,4,2100,6,2.5,19680,1.5,0,0,3
475000.0,3,1460,8,2.5,4961,1.0,0,0,4
365000.0,2,990,7,1.0,8250,1.0,0,0,3
411800.0,4,2190,7,2.25,6800,1.0,0,0,5
668000.0,5,3990,9,3.5,42436,2.0,0,0,3
618000.0,3,2340,9,2.5,3630,2.0,0,0,3
247500.0,4,2460,7,2.0,5921,1.0,0,0,4
345000.0,5,2080,7,3.0,6150,1.0,0,0,3
616300.0,3,1700,7,2.0,8400,2.0,0,2,3
348000.0,3,1330,7,1.5,6768,1.0,0,0,4
425000.0,3,1630,7,2.5,10762,1.0,0,0,3
850000.0,5,2920,8,2.75,11880,1.0,0,0,5
820000.0,5,2830,9,2.75,6137,2.0,0,0,3
832000.0,4,3190,10,2.25,52953,2.0,0,0,4
835000.0,3,1490,8,1.75,3840,2.0,0,0,3
350000.0,3,1630,8,2.5,3425,2.0,0,0,3
349000.0,4,2280,7,2.5,4096,2.0,0,0,3
1130000.0,6,3010,9,3.75,4360,2.0,0,0,3
320000.0,3,1590,7,2.5,3480,2.0,0,0,3
150000.0,3,1250,7,1.0,7210,1.0,0,0,4
340000.0,3,1710,6,1.0,10190,1.0,0,0,3
785500.0,4,3280,10,4.0,8448,2.0,0,0,3
410500.0,4,3362,8,2.5,8601,2.0,0,0,3
580000.0,3,2200,9,2.5,11000,2.0,0,2,3
345000.0,2,830,7,1.5,920,2.0,0,0,3
550000.0,3,2160,7,2.25,37000,1.5,0,0,4
449500.0,4,2580,8,3.0,7299,2.0,0,0,3
300000.0,3,2150,6,1.0,7007,1.0,0,0,3
915000.0,4,3510,10,2.5,28052,2.0,0,0,3
1580000.0,4,3810,11,3.75,9916,2.0,0,0,3
599000.0,4,2020,8,2.75,2750,1.0,0,0,3
755000.0,4,2120,7,2.5,10202,1.0,0,0,4
400000.0,3,1250,7,1.0,7157,1.0,0,0,3
133000.0,3,980,7,1.0,9115,1.0,0,0,3
330000.0,4,1250,7,1.5,8400,1.0,0,0,3
330000.0,4,1100,6,1.0,5000,1.5,0,0,5
375000.0,3,1330,6,1.75,9417,1.0,0,0,5
485000.0,4,2560,7,2.75,8956,1.0,0,0,4
470000.0,4,1850,7,2.5,11250,1.5,0,0,3
1050000.0,4,2790,8,3.0,3600,2.0,0,0,3
548800.0,4,1660,7,1.0,4704,1.5,0,0,3
315000.0,2,1080,6,1.0,2674,1.0,0,0,4
590000.0,3,3030,7,2.0,9374,1.0,0,1,4
439950.0,4,2380,7,2.5,12067,2.0,0,0,3
325000.0,3,2250,8,1.75,26337,1.0,0,0,3
400000.0,2,880,6,1.0,5111,1.0,0,0,3
685000.0,4,2770,10,2.5,10051,2.0,0,0,3
339950.0,3,1340,7,2.0,10200,1.5,0,0,3
315000.0,3,1660,7,1.75,8160,1.0,0,0,4
411753.0,3,1710,7,2.5,3795,2.0,0,0,3
577000.0,2,1620,7,1.75,4879,1.0,0,0,3
500000.0,3,1530,8,1.75,8829,1.0,0,0,5
210000.0,3,1440,7,2.0,10111,1.0,0,0,3
640000.0,4,2020,7,1.75,16120,1.0,0,0,3
460000.0,4,1870,7,1.75,8663,1.0,0,0,5
265000.0,2,620,6,1.0,4760,1.0,0,0,3
740000.0,5,5774,11,5.0,31675,1.0,0,2,3
230000.0,3,1240,6,1.0,6195,1.0,0,0,3
315000.0,3,1890,7,1.75,10661,1.0,0,0,5
432000.0,3,2410,8,1.75,51763,1.0,0,0,4
467000.0,3,1530,8,2.5,3984,2.0,0,0,3
255000.0,5,2800,7,3.75,9900,1.0,0,0,3
316500.0,3,1460,7,1.75,6360,1.0,0,2,3
190000.0,4,1580,7,2.0,6250,1.0,0,0,3
490000.0,3,1450,8,2.0,2400,1.5,0,0,3
378000.0,4,1990,7,1.75,23200,1.0,0,0,4
598800.0,6,4470,9,4.0,17877,3.0,0,3,3
333800.0,5,1980,7,3.0,3868,1.0,0,0,3
690000.0,4,2920,9,2.5,9904,2.0,0,0,4
320000.0,4,1660,6,1.75,6200,1.0,0,0,4
1250000.0,4,3190,9,3.5,6000,1.5,0,3,4
335000.0,3,1560,7,1.5,9600,1.0,0,0,4
840000.0,3,3050,8,2.5,33920,1.0,0,0,3
608250.0,4,3030,8,2.75,21780,2.0,0,0,3
550000.0,3,2260,7,2.5,4165,2.0,0,0,3
240000.0,3,1260,7,1.0,7920,1.0,0,0,3
998000.0,3,3370,9,2.25,11757,2.0,0,2,4
275000.0,3,1490,8,1.75,8000,1.0,0,0,3
284200.0,3,1570,7,2.5,9292,1.0,0,0,3
1720000.0,4,4490,10,3.75,7623,2.0,0,0,4
930800.0,5,4150,10,2.5,96574,2.0,0,0,3
930000.0,4,2900,8,3.0,10400,1.0,0,3,5
215000.0,4,1430,7,1.5,8775,1.0,0,0,3
480000.0,2,1008,6,1.5,26487,1.0,1,4,4
483945.0,2,1480,6,1.75,5120,1.0,0,0,4
347000.0,3,1240,7,1.75,8050,1.0,0,0,4
232500.0,3,1370,7,2.0,9760,1.0,0,0,4
390000.0,4,1770,8,2.25,33132,1.0,0,0,4
550000.0,3,2160,8,2.25,15360,1.0,0,0,3
590000.0,4,2340,9,2.5,8971,2.0,0,0,3
420850.0,1,960,5,1.0,40946,1.0,0,0,5
345000.0,4,2280,7,2.5,8190,1.0,0,3,3
429800.0,3,1970,8,2.0,7000,1.0,0,0,3
302000.0,4,1530,7,1.75,17664,1.5,0,0,3
800000.0,4,1790,8,1.5,3952,1.5,0,0,4
250000.0,3,1700,8,2.5,6000,2.0,0,0,3
605000.0,3,2660,7,2.0,4500,1.0,0,0,4
412000.0,3,1950,8,1.75,52256,1.0,0,0,4
252000.0,3,1340,6,2.0,5670,2.0,0,0,3
375000.0,3,1130,7,1.0,12500,1.5,0,0,3
725000.0,2,1950,7,1.75,2719,1.0,0,0,5
471750.0,5,3790,8,3.5,8200,1.0,0,1,3
490000.0,4,2020,7,2.25,85813,2.0,0,0,3
439000.0,2,800,7,1.0,5100,1.0,0,0,3
355000.0,4,1770,6,2.0,8890,1.0,0,0,5
250000.0,1,940,6,0.75,87120,1.0,0,0,3
780000.0,4,2260,10,2.25,16188,1.0,0,0,3
409000.0,2,890,6,1.0,3271,1.0,0,0,4
420000.0,2,860,6,1.0,3880,1.0,0,0,4
200000.0,1,680,5,0.75,9600,1.0,0,0,3
830000.0,2,2130,7,1.5,35679,1.0,0,0,4
695000.0,3,2390,9,2.5,4555,2.0,0,0,3
815000.0,4,3488,10,2.75,9614,2.0,0,0,3
210000.0,3,1260,7,1.75,6223,1.0,0,0,3
635000.0,3,2940,8,1.75,6000,1.0,0,2,4
562500.0,4,2440,9,2.5,7322,2.0,0,0,3
402500.0,4,2600,10,2.5,11951,2.0,0,0,3
555000.0,3,2080,7,2.0,7020,1.0,0,0,4
310000.0,3,1990,7,1.0,7173,1.0,0,0,3
500000.0,4,2840,9,2.5,18001,2.0,0,0,3
430000.0,6,2630,7,3.0,8800,1.0,0,0,3
1600000.0,3,2820,10,4.25,7200,2.0,0,0,4
627500.0,4,1560,7,1.0,4080,1.5,0,0,3
335000.0,4,2330,8,2.5,7050,2.0,0,0,3
962000.0,4,3320,8,2.25,20100,1.0,0,0,4
299000.0,3,1730,7,1.75,14270,1.0,0,0,3
399950.0,4,3110,8,2.5,5868,2.0,0,0,3
322000.0,3,1230,7,1.0,9660,1.0,0,0,3
430000.0,2,950,7,1.5,4625,1.0,0,0,4
307000.0,3,1890,7,1.75,13860,1.0,0,0,5
194000.0,3,1010,6,1.5,5000,1.0,0,0,3
180000.0,3,1010,6,1.0,8581,1.0,0,0,4
465000.0,4,2340,8,2.25,13383,1.0,0,0,3
722500.0,4,2460,9,2.5,9296,2.0,0,0,3
470450.0,2,1010,7,1.0,3400,1.0,0,0,3
280000.0,3,1650,7,2.5,6000,2.0,0,0,3
176250.0,4,1440,7,2.0,6702,1.0,0,0,4
560000.0,5,1710,7,1.0,9100,1.5,0,0,4
830000.0,3,2760,10,2.5,11287,2.0,0,3,3
276900.0,2,1350,7,1.0,10096,1.0,0,2,4
625000.0,3,1660,7,1.75,4800,2.0,0,0,3
1020000.0,4,2960,8,2.5,4760,2.0,0,0,3
463500.0,1,1090,6,1.0,8750,1.0,0,0,4
485000.0,3,3110,9,2.5,9015,2.0,0,0,3
272000.0,3,1380,7,2.0,7476,1.0,0,0,3
305000.0,2,1290,7,1.0,3140,2.0,0,0,3
760000.0,3,1980,7,2.5,13964,1.0,0,0,5
387500.0,2,870,7,1.0,6126,1.0,0,0,4
352000.0,4,2470,8,2.5,5015,2.0,0,0,3
507000.0,3,2140,8,1.75,40098,1.0,0,0,5
156000.0,3,770,6,1.0,9750,1.0,0,0,3
580000.0,3,1490,8,3.25,857,3.0,0,0,3
630000.0,4,2510,8,2.5,35020,1.0,0,0,4
275000.0,5,1950,7,1.5,9000,1.0,0,0,3
835000.0,5,3600,8,4.0,14720,1.0,0,2,5
340000.0,4,2380,8,2.5,7850,2.0,0,0,3
329350.0,2,720,6,1.0,6687,1.0,0,0,3
1480000.0,3,4070,11,3.5,26000,2.0,0,0,3
475000.0,3,1250,7,1.0,150117,1.0,0,0,3
719950.0,3,2190,8,2.25,2416,3.0,0,0,3
235000.0,1,810,7,1.0,2451,1.0,0,0,5
875000.0,3,2440,8,1.5,5750,1.0,0,0,3
380000.0,4,1740,7,1.75,9150,1.0,0,0,3
325000.0,3,1480,7,2.25,97138,1.5,0,0,3
475000.0,4,2120,9,2.5,57050,2.0,0,0,3
152900.0,1,900,6,1.0,4368,1.0,0,0,5
210000.0,2,1190,6,2.0,7570,1.0,0,0,3
350000.0,4,1010,6,1.0,6000,1.0,0,0,3
505000.0,3,2100,8,2.5,17882,2.0,0,0,4
464900.0,4,2020,7,2.25,8424,1.0,0,0,4
650000.0,3,2520,8,2.0,5980,1.0,0,0,3
369950.0,2,1370,8,2.75,1140,2.0,0,0,3
250000.0,3,1530,7,2.5,2890,2.0,0,0,3
320000.0,3,1530,7,2.5,2890,2.0,0,0,3
340000.0,4,2530,7,2.25,24700,2.0,0,0,3
440000.0,2,1010,5,1.5,1968,1.5,0,0,5
219950.0,3,1200,7,1.0,7727,1.0,0,0,4
940000.0,4,2720,9,3.0,11740,1.0,0,0,5
399950.0,4,1850,6,1.5,6125,1.5,0,0,3
1570000.0,3,2340,9,2.75,8828,1.0,0,0,4
